,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,TotalCharges,Churn,Geography,CreditScore,Surname,EstimatedSalary,MonthlyCharges,customerID,Dependents,PaymentMethod,Charge
2203,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Two year,No,7922.75,No,France,636.0,Onyemere,37490.84,110.9,7030-FZTFM,Yes,Credit card (automatic),110.9
2204,Male,0.0,No,21.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,1852.85,Yes,Spain,614.0,Nucci,137791.18,82.35,3744-ZRRDZ,No,Electronic check,82.35
2205,Male,0.0,No,1.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,70.45,No,France,672.0,Fleming,147311.47,70.45,2585-KTFRE,Yes,Bank transfer (automatic),70.45
2206,Male,0.0,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.35,Yes,Spain,668.0,Sanchez,141679.73,69.35,6457-GIRWB,No,Electronic check,69.35
2207,Male,0.0,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,2679.7,No,Germany,728.0,Mello,156124.93,94.3,0730-KOAVE,No,Credit card (automatic),94.3
2208,Male,0.0,No,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,5036.3,Yes,France,549.0,Chin,190857.79,103.7,0280-XJGEX,No,Bank transfer (automatic),103.7
2209,Male,1.0,No,4.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,273.4,No,France,635.0,Ifesinachi,131953.23,75.35,0221-WMXNQ,No,Electronic check,75.35
2210,Female,1.0,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,7748.75,,Spain,536.0,Chiefo,2019.78,107.4,8024-XNAFQ,No,Bank transfer (automatic),107.4
2211,Female,0.0,No,24.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,2283.15,No,Germany,587.0,Thompson,41852.24,94.6,9058-MJLZC,No,Electronic check,94.6
2212,Female,0.0,No,11.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,601.6,No,France,622.0,Milne,153237.59,58.95,2782-LFZVW,No,Mailed check,58.95
2213,Female,0.0,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1821.8,No,France,548.0,Robertson,104469.06,25.5,3696-DFHHB,No,Bank transfer (automatic),25.5
2214,Female,0.0,No,3.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,90.05,No,France,623.0,Yermakov,142170.44,29.65,5156-UMKOW,Yes,Mailed check,29.65
2215,Male,0.0,No,21.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,1747.2,No,France,658.0,Chamberlin,130461.09,80.35,7964-VEXDG,Yes,Electronic check,80.35
2216,Female,1.0,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,71.15,Yes,France,703.0,Gibson,131906.44,71.15,9488-HGMJH,No,Electronic check,71.15
2217,Female,0.0,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1167.6,No,France,661.0,Akeroyd,131300.68,19.5,8755-OGKNA,Yes,Bank transfer (automatic),19.5
2218,Female,0.0,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,268.35,Yes,France,726.0,Hay,98178.57,70.15,9408-SSNVZ,No,Electronic check,70.15
2219,Female,1.0,Yes,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,239.05,No,Spain,717.0,Davide,119313.74,74.6,3411-WLRSQ,No,Bank transfer (automatic),74.6
2220,Male,0.0,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,798.2,No,Germany,791.0,Ikechukwu,139946.68,19.5,7216-KAOID,Yes,Bank transfer (automatic),19.5
2221,Male,1.0,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,7133.1,No,France,727.0,Armfield,142754.71,97.25,3339-EAQNV,No,Credit card (automatic),97.25
2222,Male,0.0,Yes,50.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,5017.9,Yes,Germany,435.0,Bellucci,5907.11,103.85,3804-RVTGV,Yes,Bank transfer (automatic),103.85
2223,Female,1.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,7677.4,No,Germany,710.0,Tien,1561.58,106.85,3786-WOVKF,No,Bank transfer (automatic),106.85
2224,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.8,No,France,755.0,Connely,62851.6,19.8,8562-GHPPI,No,Credit card (automatic),19.8
2225,Female,1.0,No,6.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,434.1,Yes,Spain,652.0,Frederick,195877.06,74.4,4505-EXZHB,No,Electronic check,74.4
2226,Male,0.0,No,4.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,332.45,Yes,Spain,697.0,Nebechukwu,50230.31,80.8,2951-QOQTK,Yes,Credit card (automatic),80.8
2227,Female,0.0,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,2599.95,No,Germany,628.0,Kung,14217.77,100.5,7714-YXSMB,No,Bank transfer (automatic),100.5
2228,Female,0.0,Yes,58.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,5435.6,Yes,France,742.0,Ramsey,29023.03,93.4,5708-EVONK,Yes,Bank transfer (automatic),93.4
2229,Female,0.0,Yes,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,911.6,No,France,670.0,Hearn,76257.46,26.45,6509-TSGWN,Yes,Mailed check,26.45
2230,Female,0.0,No,30.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,1187.05,No,France,520.0,Tsui,193209.11,40.35,5640-CAXOA,No,Credit card (automatic),40.35
2231,Female,0.0,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,673.2,No,Spain,575.0,Robinson,111342.66,20.35,9860-LISIZ,No,Mailed check,20.35
2232,Female,0.0,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,1341.5,No,France,637.0,Marks,174536.17,19.7,7706-YLMQA,No,Bank transfer (automatic),19.7
2233,Female,0.0,No,12.0,Yes,Yes,,No,No,No,No,No,Yes,Month-to-month,Yes,1066.9,No,France,712.0,Ni,189680.79,86.55,7858-GTZSP,No,Electronic check,86.55
2234,Male,1.0,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,5785.65,No,France,729.0,Feng,151733.43,84.9,3865-ZYKAD,No,Credit card (automatic),84.9
2235,Male,1.0,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,6792.45,No,France,744.0,Browne,58961.49,103.15,4832-VRBMR,No,Bank transfer (automatic),103.15
2236,Female,0.0,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,116.95,No,France,706.0,Bellucci,186238.85,25.3,9350-ZXYJC,No,Credit card (automatic),25.3
2237,Male,0.0,Yes,21.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,2249.95,Yes,Germany,637.0,Sergeyeva,88391.29,106.1,1309-BXVOQ,No,Electronic check,106.1
2238,Female,0.0,Yes,71.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,5705.05,No,Spain,386.0,Pike,62514.65,80.7,9479-HYNYL,No,Credit card (automatic),80.7
2239,Male,0.0,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1434.1,No,Germany,654.0,D'Albertis,75927.35,19.85,2429-AYKKO,No,Bank transfer (automatic),19.85
2240,Male,0.0,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,638.55,No,France,654.0,Clements,170481.98,20.45,5124-EOGYE,No,Mailed check,20.45
2241,Female,1.0,No,8.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,600.15,No,France,510.0,Chinwemma,77878.62,74.05,4480-QQRHC,No,Bank transfer (automatic),74.05
2242,Female,0.0,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1134.25,No,France,439.0,Morey,104889.3,19.6,7416-CKTEP,No,Bank transfer (automatic),19.6
2243,Male,0.0,No,3.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,189.1,No,Spain,452.0,Jideofor,69697.74,54.65,9261-WDCAF,No,Mailed check,54.65
2244,,0.0,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1468.75,No,France,718.0,Pratt,45909.87,19.8,7606-BPHHN,No,Credit card (automatic),19.8
2245,Female,1.0,Yes,67.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,7112.15,No,France,744.0,Rubensohn,113163.17,105.6,5897-ZYEKH,No,Electronic check,105.6
2246,Male,0.0,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,488.65,No,France,752.0,King,184866.86,69.15,8993-IZEUX,No,Bank transfer (automatic),69.15
2247,Male,0.0,Yes,22.0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,1374.35,No,Germany,666.0,Pisano,68574.88,59.75,1353-GHZOS,No,Bank transfer (automatic),59.75
2248,Female,1.0,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6716.45,No,France,620.0,Nicholls,153392.28,90.15,5248-RPYWW,Yes,Bank transfer (automatic),90.15
2249,Male,0.0,Yes,30.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,2570.2,No,Spain,647.0,Heap,174205.22,82.05,4767-HZZHQ,Yes,Bank transfer (automatic),82.05
2250,Male,1.0,No,32.0,Yes,Yes,,No,No,Yes,No,No,No,Month-to-month,Yes,2619.25,No,France,577.0,Moore,74077.91,81.1,6259-WJQLC,No,Credit card (automatic),81.1
2251,Female,0.0,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,7159.7,No,France,651.0,Fokine,147715.83,100.45,8659-IOOPU,Yes,Electronic check,100.45
2252,Male,0.0,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,90.85,Yes,Germany,709.0,Boyd,145251.35,90.85,5167-ZFFMM,No,Credit card (automatic),90.85
2253,Female,0.0,Yes,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,943.1,No,France,677.0,Alekseyeva,117946.3,19.85,9447-YPTBX,No,Bank transfer (automatic),19.85
2254,Female,0.0,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,7397,No,Germany,512.0,Corones,14828.54,106.5,6050-IJRHS,Yes,Electronic check,106.5
2255,Male,0.0,No,50.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,1782.4,No,Spain,554.0,Watson,36242.19,35.0,8582-KRHPJ,No,Mailed check,35.0
2256,Female,0.0,No,47.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,1875.25,No,France,657.0,Skinner,7667.48,41.9,4837-PZTIC,No,Mailed check,41.9
2257,Female,1.0,No,,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,75.3,Yes,France,605.0,De Salis,159508.52,75.3,5564-NEMQO,No,Bank transfer (automatic),75.3
2258,Male,0.0,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,529.8,No,France,675.0,Ann,97658.66,19.4,0098-BOWSO,No,Electronic check,19.4
2259,Male,0.0,Yes,64.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,4818.8,No,Germany,837.0,Osonduagwuike,79577.38,76.1,2612-PHGOX,No,Bank transfer (automatic),76.1
2260,Female,0.0,Yes,72.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7854.9,No,France,494.0,Zaytseva,158071.69,109.5,3831-YCPUO,Yes,Credit card (automatic),109.5
2261,Male,0.0,Yes,51.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,4299.75,No,France,777.0,Nwokike,18613.52,84.2,2330-PQGDQ,Yes,Bank transfer (automatic),84.2
2262,Female,0.0,Yes,69.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1673.4,No,France,461.0,Arcuri,176547.8,25.6,5115-SQAAU,Yes,Bank transfer (automatic),25.6
2263,Male,0.0,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,8033.1,No,France,622.0,Kulikova,60429.43,111.95,2193-SFWQW,Yes,Bank transfer (automatic),111.95
2264,Male,1.0,No,19.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,1660,Yes,Spain,712.0,Ch'eng,45738.94,90.6,4325-NFSKC,No,Electronic check,90.6
2265,Male,0.0,Yes,71.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,6126.1,No,Spain,,Chiemenam,89543.25,83.2,8200-LGKSR,No,Electronic check,83.2
2266,Male,0.0,No,23.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,947.4,No,France,619.0,Bruno,145524.36,40.65,8328-SKJNO,Yes,Bank transfer (automatic),40.65
2267,Female,0.0,Yes,67.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,5883.85,No,France,682.0,Bryant,63737.19,86.15,2990-OGYTD,No,Bank transfer (automatic),86.15
2268,Male,0.0,No,17.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,382.8,No,France,631.0,Trevisani,190067.12,25.1,4987-GQWPO,No,Credit card (automatic),25.1
2269,Female,1.0,Yes,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,727.8,No,France,727.0,Godfrey,173486.39,19.6,4750-UKWJK,No,Mailed check,19.6
2270,Female,0.0,Yes,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,275.9,No,Spain,678.0,Everett,168658.3,19.35,2096-XOTMO,Yes,Mailed check,19.35
2271,Male,1.0,No,16.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,1043.3,No,France,723.0,Henderson,12092.03,69.65,6557-BZXLQ,No,Electronic check,69.65
2272,Female,1.0,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,3465.05,No,Germany,638.0,Wilson,158610.89,105.35,8059-UDZFY,Yes,Bank transfer (automatic),105.35
2273,Male,0.0,Yes,43.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,2907.35,No,Germany,622.0,Tai,72155.85,66.25,6171-ZTVYB,No,Bank transfer (automatic),66.25
2274,Female,0.0,Yes,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,285.2,No,Spain,659.0,Robson,1539.21,45.5,4647-XXZAM,Yes,Mailed check,45.5
2275,Female,0.0,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1378.75,No,Spain,614.0,Townsend,164018.98,19.8,8750-QWZAJ,Yes,Bank transfer (automatic),19.8
2276,Female,0.0,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,129.55,No,Germany,805.0,Oliver,189428.75,19.7,9970-QBCDA,No,Credit card (automatic),19.7
2277,Female,0.0,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,,Yes,521.3,Yes,France,850.0,Feng,187391.02,90.1,8780-IXSTS,No,Electronic check,90.1
2278,Female,0.0,Yes,68.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,3975.7,No,Germany,568.0,Boyle,134600.94,58.25,6152-ONASV,No,Bank transfer (automatic),58.25
2279,Female,0.0,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,2227.1,Yes,Spain,590.0,He,62222.81,81.05,0256-LTHVJ,Yes,Electronic check,81.05
2280,Female,0.0,Yes,8.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,680.05,Yes,Spain,615.0,George,150227.85,83.55,5949-XIKAE,Yes,Electronic check,83.55
2281,Male,0.0,Yes,65.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,4820.15,Yes,Germany,446.0,Chukwuma,176743.51,74.8,5458-CQJTA,Yes,Bank transfer (automatic),74.8
2282,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,Yes,Two year,Yes,7589.8,No,France,818.0,Abbie,178252.63,105.0,0392-BZIUW,No,Credit card (automatic),105.0
2283,Male,0.0,Yes,25.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,1405.3,No,France,613.0,Booth,136491.72,55.55,2108-GLPQB,No,Credit card (automatic),55.55
2284,Male,0.0,No,12.0,Yes,No,DSL,,Yes,No,Yes,No,No,Month-to-month,Yes,648.65,No,Spain,616.0,Layh,163809.08,53.75,6898-MDLZW,No,Mailed check,53.75
2285,Male,0.0,Yes,58.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,5563.65,No,Germany,733.0,Crawford,50783.1,94.35,5887-IKKYO,Yes,Bank transfer (automatic),94.35
2286,Female,1.0,Yes,32.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,3217.65,No,Germany,647.0,Li Fonti,87000.39,100.4,1641-RQDAY,Yes,Electronic check,100.4
2287,Male,0.0,Yes,20.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Two year,No,400,No,France,529.0,Cochran,60993.23,20.05,1223-UNPKS,Yes,Mailed check,20.05
2288,Male,0.0,No,64.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,6549.45,No,Spain,648.0,Lin,172586.89,99.25,9570-KYEUA,No,Credit card (automatic),99.25
2289,Male,0.0,Yes,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,720.05,No,Germany,627.0,Carr,129826.89,20.85,4980-URKXC,No,Bank transfer (automatic),20.85
2290,,1.0,Yes,39.0,Yes,No,Fiber optic,Yes,,No,No,Yes,Yes,One year,No,3877.95,No,Germany,690.0,Tuan,55387.28,99.1,6383-ZTSIW,No,Mailed check,99.1
2291,Male,1.0,Yes,51.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,4750.95,Yes,France,641.0,Wan,125986.18,93.8,8749-JMNKX,No,Bank transfer (automatic),93.8
2292,Male,0.0,No,43.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,4211.55,Yes,Germany,703.0,Ryrie,65720.92,100.0,7486-KSRVI,No,Electronic check,100.0
2293,Female,0.0,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6424.7,No,France,820.0,Chidiebere,23067.97,91.7,1642-HMARX,No,Electronic check,91.7
2294,Male,0.0,Yes,42.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,4586.15,No,France,850.0,Shelton,64350.8,108.3,6362-QHAFM,No,Electronic check,108.3
2295,Female,0.0,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.45,No,France,623.0,Hung,167162.43,19.45,3679-XASPY,Yes,Electronic check,19.45
2296,,1.0,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.85,Yes,Spain,783.0,Aliyeva,80178.54,70.85,0812-WUPTB,No,Mailed check,70.85
2297,Female,0.0,Yes,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,29.85,No,France,619.0,Hargrave,101348.88,29.85,7590-VHVEG,No,Electronic check,29.85
2298,Male,0.0,No,13.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,597,Yes,France,504.0,Little,87822.14,45.55,2817-NTQDO,No,Credit card (automatic),45.55
2299,Female,0.0,No,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1698.55,No,Spain,597.0,Iadanza,73181.39,26.5,5982-XMDEX,No,Bank transfer (automatic),26.5
2300,Female,0.0,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,263.65,No,France,732.0,Longo,3268.17,19.7,2138-VFAPZ,Yes,Mailed check,19.7
2301,Male,0.0,Yes,63.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1573.05,No,France,725.0,Hamilton,176984.34,25.25,8946-BFWSG,Yes,Mailed check,25.25
2302,Female,0.0,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,814.75,No,Germany,466.0,Chung,197634.11,20.25,6188-UXBBR,No,Credit card (automatic),20.25
2303,Female,0.0,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,1783.6,No,France,675.0,Chu,34577.36,76.0,6202-DYYFX,No,Credit card (automatic),76.0
2304,Female,0.0,Yes,48.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,3870.3,No,France,572.0,Jamieson,133122.62,79.65,0253-ZTEOB,Yes,Electronic check,79.65
2305,,1.0,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,2857.6,No,France,585.0,Hung,18657.77,110.5,1258-YMZNM,No,Bank transfer (automatic),110.5
2306,Male,1.0,No,56.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,5264.3,No,France,534.0,Davidson,122066.5,94.8,1004-NOZNR,Yes,Credit card (automatic),94.8
2307,Male,0.0,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1724.15,No,France,710.0,Phillips,96.27,24.25,4589-IUAJB,No,Bank transfer (automatic),24.25
2308,Female,0.0,,49.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,5174.35,No,Spain,844.0,Chester,157230.06,106.65,5855-EIBDE,No,Credit card (automatic),106.65
2309,Female,0.0,No,10.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,818.05,Yes,Spain,836.0,Moss,156036.19,81.0,4817-QRJSX,No,Credit card (automatic),81.0
2310,Male,0.0,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,824.75,Yes,Germany,499.0,Perry,118623.94,74.55,1428-GTBJJ,No,Electronic check,74.55
2311,Female,0.0,Yes,46.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,3009.5,No,Spain,511.0,Howells,140676.98,64.2,3174-AKMAS,No,Credit card (automatic),64.2
2312,Male,1.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8399.15,No,France,701.0,Chesnokova,165303.79,115.75,8606-CIQUL,Yes,Credit card (automatic),115.75
2313,Male,0.0,No,3.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,106.85,Yes,France,521.0,Dolgorukova,164223.7,35.45,2108-XWMPY,No,Mailed check,35.45
2314,Male,0.0,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.1,Yes,Spain,714.0,Torres,129130.09,89.1,1455-ESIQH,No,Electronic check,89.1
2315,Male,1.0,Yes,68.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,7379.8,,Spain,,Mai,76773.53,107.15,1297-VQDRP,Yes,Credit card (automatic),107.15
2316,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,8220.4,No,Germany,674.0,Day,2079.2,115.6,1352-HNSAW,Yes,Bank transfer (automatic),115.6
2317,Female,0.0,Yes,60.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,3483.45,No,France,688.0,MacDonald,91624.11,59.85,9372-TXXPS,No,Bank transfer (automatic),59.85
2318,Male,0.0,No,42.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,,Month-to-month,Yes,4222.95,No,Spain,700.0,Game,59475.35,100.3,2800-QQUSO,No,Electronic check,100.3
2319,Female,1.0,No,35.0,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,No,2419,No,Spain,624.0,Romani,87310.59,70.55,9112-WSNPU,No,Electronic check,70.55
2320,,0.0,No,14.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,824.85,No,Germany,608.0,Taylor,71178.09,59.8,9481-SFCQY,Yes,Credit card (automatic),59.8
2321,Male,0.0,No,11.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,795.65,No,Spain,680.0,Hardiman,160131.58,79.5,6416-YJTTB,No,Bank transfer (automatic),79.5
2322,Female,0.0,Yes,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,418.25,No,France,556.0,Osborne,94153.83,20.75,9867-JCZSP,Yes,Mailed check,20.75
